ID,SEX,AGEGRP,IMPRACE,Asian,Black,Latino,Native American,Other,White,RESPOP
1M1,M,1,1,0,0,0,0,0,1,19940
1M2,M,1,2,0,1,0,0,0,0,7340
1M3,M,1,3,0,0,0,1,0,0,366
1M4,M,1,4,1,0,0,0,0,0,3087
1M5,M,1,5,0,0,0,0,1,0,18
1M6,M,1,6,0,0,0,0,0,0,1301
1M7,M,1,7,0,0,0,1,0,1,191
1M8,M,1,8,1,0,0,0,0,1,814
1M9,M,1,9,0,0,0,0,1,1,11
1M10,M,1,10,0,1,0,1,0,0,121
1M11,M,1,11,1,1,0,0,0,0,69
1M12,M,1,12,0,1,0,0,1,0,11
1M13,M,1,13,1,0,0,1,0,0,14
1M14,M,1,14,0,0,0,1,1,0,1
1M15,M,1,15,1,0,0,0,1,0,9
1M16,M,1,16,0,1,0,1,0,1,172
1M17,M,1,17,1,1,0,0,0,1,56
1M18,M,1,18,0,1,0,0,1,1,3
1M19,M,1,19,0,0,0,1,0,1,14
1M20,M,1,20,0,0,0,1,1,1,1
1M21,M,1,21,1,0,0,0,1,1,11
1M23,M,1,23,0,1,0,1,1,0,1
1M24,M,1,24,1,1,0,0,1,0,3
1M26,M,1,26,1,1,0,1,0,1,11
1M27,M,1,27,0,1,0,1,1,1,2
1M29,M,1,29,1,0,0,1,1,1,1
1M31,M,1,31,1,1,0,1,1,1,1
2M1,M,2,1,0,0,0,0,0,1,20075
2M2,M,2,2,0,1,0,0,0,0,6619
2M3,M,2,3,0,0,0,1,0,0,318
2M4,M,2,4,1,0,0,0,0,0,2833
2M5,M,2,5,0,0,0,0,1,0,17
2M6,M,2,6,0,0,0,0,0,0,1118
2M7,M,2,7,0,0,0,1,0,1,181
2M8,M,2,8,1,0,0,0,0,1,640
2M9,M,2,9,0,0,0,0,1,1,20
2M10,M,2,10,0,1,0,1,0,0,86
2M11,M,2,11,1,1,0,0,0,0,72
2M12,M,2,12,0,1,0,0,1,0,7
2M13,M,2,13,1,0,0,1,0,0,6
2M14,M,2,14,0,0,0,1,1,0,1
2M15,M,2,15,1,0,0,0,1,0,4
2M16,M,2,16,0,1,0,1,0,1,152
2M17,M,2,17,1,1,0,0,0,1,41
2M18,M,2,18,0,1,0,0,1,1,4
2M19,M,2,19,0,0,0,1,0,1,2
2M20,M,2,20,0,0,0,1,1,1,1
2M21,M,2,21,1,0,0,0,1,1,6
2M22,M,2,22,1,1,0,1,0,0,3
2M23,M,2,23,0,1,0,1,1,0,3
2M24,M,2,24,1,1,0,0,1,0,1
2M26,M,2,26,1,1,0,1,0,1,12
2M27,M,2,27,0,1,0,1,1,1,2
2M28,M,2,28,1,1,0,0,1,1,1
2M31,M,2,31,1,1,0,1,1,1,1
3M1,M,3,1,0,0,0,0,0,1,21457
3M2,M,3,2,0,1,0,0,0,0,5820
3M3,M,3,3,0,0,0,1,0,0,338
3M4,M,3,4,1,0,0,0,0,0,2497
3M5,M,3,5,0,0,0,0,1,0,14
3M6,M,3,6,0,0,0,0,0,0,924
3M7,M,3,7,0,0,0,1,0,1,151
3M8,M,3,8,1,0,0,0,0,1,423
3M9,M,3,9,0,0,0,0,1,1,10
3M10,M,3,10,0,1,0,1,0,0,86
3M11,M,3,11,1,1,0,0,0,0,40
3M12,M,3,12,0,1,0,0,1,0,11
3M13,M,3,13,1,0,0,1,0,0,15
3M14,M,3,14,0,0,0,1,1,0,1
3M15,M,3,15,1,0,0,0,1,0,9
3M16,M,3,16,0,1,0,1,0,1,159
3M17,M,3,17,1,1,0,0,0,1,19
3M19,M,3,19,0,0,0,1,0,1,4
3M20,M,3,20,0,0,0,1,1,1,1
3M21,M,3,21,1,0,0,0,1,1,5
3M22,M,3,22,1,1,0,1,0,0,2
3M23,M,3,23,0,1,0,1,1,0,1
3M24,M,3,24,1,1,0,0,1,0,2
3M26,M,3,26,1,1,0,1,0,1,2
3M28,M,3,28,1,1,0,0,1,1,1
4M1,M,4,1,0,0,0,0,0,1,22719
4M2,M,4,2,0,1,0,0,0,0,6070
4M3,M,4,3,0,0,0,1,0,0,393
4M4,M,4,4,1,0,0,0,0,0,2973
4M5,M,4,5,0,0,0,0,1,0,17
4M6,M,4,6,0,0,0,0,0,0,782
4M7,M,4,7,0,0,0,1,0,1,173
4M8,M,4,8,1,0,0,0,0,1,366
4M9,M,4,9,0,0,0,0,1,1,17
4M10,M,4,10,0,1,0,1,0,0,91
4M11,M,4,11,1,1,0,0,0,0,46
4M12,M,4,12,0,1,0,0,1,0,5
4M13,M,4,13,1,0,0,1,0,0,12
4M14,M,4,14,0,0,0,1,1,0,1
4M15,M,4,15,1,0,0,0,1,0,11
4M16,M,4,16,0,1,0,1,0,1,126
4M17,M,4,17,1,1,0,0,0,1,12
4M18,M,4,18,0,1,0,0,1,1,2
4M19,M,4,19,0,0,0,1,0,1,9
4M21,M,4,21,1,0,0,0,1,1,5
4M24,M,4,24,1,1,0,0,1,0,2
4M26,M,4,26,1,1,0,1,0,1,5
5M1,M,5,1,0,0,0,0,0,1,27377
5M2,M,5,2,0,1,0,0,0,0,5430
5M3,M,5,3,0,0,0,1,0,0,393
5M4,M,5,4,1,0,0,0,0,0,3526
5M5,M,5,5,0,0,0,0,1,0,21
5M6,M,5,6,0,0,0,0,0,0,488
5M7,M,5,7,0,0,0,1,0,1,188
5M8,M,5,8,1,0,0,0,0,1,298
5M9,M,5,9,0,0,0,0,1,1,11
5M10,M,5,10,0,1,0,1,0,0,55
5M11,M,5,11,1,1,0,0,0,0,21
5M12,M,5,12,0,1,0,0,1,0,6
5M13,M,5,13,1,0,0,1,0,0,3
5M15,M,5,15,1,0,0,0,1,0,16
5M16,M,5,16,0,1,0,1,0,1,70
5M17,M,5,17,1,1,0,0,0,1,12
5M18,M,5,18,0,1,0,0,1,1,2
5M19,M,5,19,0,0,0,1,0,1,2
5M21,M,5,21,1,0,0,0,1,1,8
5M22,M,5,22,1,1,0,1,0,0,1
5M26,M,5,26,1,1,0,1,0,1,2
5M31,M,5,31,1,1,0,1,1,1,1
6M1,M,6,1,0,0,0,0,0,1,34242
6M2,M,6,2,0,1,0,0,0,0,5399
6M3,M,6,3,0,0,0,1,0,0,328
6M4,M,6,4,1,0,0,0,0,0,4195
6M5,M,6,5,0,0,0,0,1,0,33
6M6,M,6,6,0,0,0,0,0,0,344
6M7,M,6,7,0,0,0,1,0,1,189
6M8,M,6,8,1,0,0,0,0,1,317
6M9,M,6,9,0,0,0,0,1,1,15
6M10,M,6,10,0,1,0,1,0,0,55
6M11,M,6,11,1,1,0,0,0,0,17
6M12,M,6,12,0,1,0,0,1,0,5
6M13,M,6,13,1,0,0,1,0,0,7
6M15,M,6,15,1,0,0,0,1,0,18
6M16,M,6,16,0,1,0,1,0,1,51
6M17,M,6,17,1,1,0,0,0,1,17
6M18,M,6,18,0,1,0,0,1,1,1
6M19,M,6,19,0,0,0,1,0,1,3
6M21,M,6,21,1,0,0,0,1,1,4
6M22,M,6,22,1,1,0,1,0,0,2
6M24,M,6,24,1,1,0,0,1,0,1
6M27,M,6,27,0,1,0,1,1,1,1
6M28,M,6,28,1,1,0,0,1,1,3
6M31,M,6,31,1,1,0,1,1,1,5
7M1,M,7,1,0,0,0,0,0,1,29330
7M2,M,7,2,0,1,0,0,0,0,5050
7M3,M,7,3,0,0,0,1,0,0,291
7M4,M,7,4,1,0,0,0,0,0,3682
7M5,M,7,5,0,0,0,0,1,0,16
7M6,M,7,6,0,0,0,0,0,0,276
7M7,M,7,7,0,0,0,1,0,1,151
7M8,M,7,8,1,0,0,0,0,1,230
7M9,M,7,9,0,0,0,0,1,1,11
7M10,M,7,10,0,1,0,1,0,0,38
7M11,M,7,11,1,1,0,0,0,0,23
7M12,M,7,12,0,1,0,0,1,0,3
7M13,M,7,13,1,0,0,1,0,0,6
7M15,M,7,15,1,0,0,0,1,0,9
7M16,M,7,16,0,1,0,1,0,1,45
7M17,M,7,17,1,1,0,0,0,1,4
7M18,M,7,18,0,1,0,0,1,1,1
7M19,M,7,19,0,0,0,1,0,1,3
7M21,M,7,21,1,0,0,0,1,1,4
7M22,M,7,22,1,1,0,1,0,0,2
7M24,M,7,24,1,1,0,0,1,0,2
7M25,M,7,25,1,0,0,1,1,0,1
7M26,M,7,26,1,1,0,1,0,1,1
8M1,M,8,1,0,0,0,0,0,1,26031
8M2,M,8,2,0,1,0,0,0,0,4743
8M3,M,8,3,0,0,0,1,0,0,248
8M4,M,8,4,1,0,0,0,0,0,3216
8M5,M,8,5,0,0,0,0,1,0,15
8M6,M,8,6,0,0,0,0,0,0,186
8M7,M,8,7,0,0,0,1,0,1,129
8M8,M,8,8,1,0,0,0,0,1,163
8M9,M,8,9,0,0,0,0,1,1,9
8M10,M,8,10,0,1,0,1,0,0,34
8M11,M,8,11,1,1,0,0,0,0,15
8M12,M,8,12,0,1,0,0,1,0,6
8M13,M,8,13,1,0,0,1,0,0,4
8M15,M,8,15,1,0,0,0,1,0,8
8M16,M,8,16,0,1,0,1,0,1,43
8M17,M,8,17,1,1,0,0,0,1,3
8M21,M,8,21,1,0,0,0,1,1,5
8M24,M,8,24,1,1,0,0,1,0,3
8M26,M,8,26,1,1,0,1,0,1,1
9M1,M,9,1,0,0,0,0,0,1,28665
9M2,M,9,2,0,1,0,0,0,0,4709
9M3,M,9,3,0,0,0,1,0,0,283
9M4,M,9,4,1,0,0,0,0,0,2405
9M5,M,9,5,0,0,0,0,1,0,16
9M6,M,9,6,0,0,0,0,0,0,147
9M7,M,9,7,0,0,0,1,0,1,137
9M8,M,9,8,1,0,0,0,0,1,88
9M9,M,9,9,0,0,0,0,1,1,4
9M10,M,9,10,0,1,0,1,0,0,32
9M11,M,9,11,1,1,0,0,0,0,9
9M12,M,9,12,0,1,0,0,1,0,8
9M13,M,9,13,1,0,0,1,0,0,7
9M15,M,9,15,1,0,0,0,1,0,6
9M16,M,9,16,0,1,0,1,0,1,26
9M17,M,9,17,1,1,0,0,0,1,1
9M19,M,9,19,0,0,0,1,0,1,2
9M21,M,9,21,1,0,0,0,1,1,1
9M22,M,9,22,1,1,0,1,0,0,1
9M26,M,9,26,1,1,0,1,0,1,6
9M31,M,9,31,1,1,0,1,1,1,2
10M1,M,10,1,0,0,0,0,0,1,33932
10M2,M,10,2,0,1,0,0,0,0,4426
10M3,M,10,3,0,0,0,1,0,0,330
10M4,M,10,4,1,0,0,0,0,0,1960
10M5,M,10,5,0,0,0,0,1,0,19
10M6,M,10,6,0,0,0,0,0,0,82
10M7,M,10,7,0,0,0,1,0,1,110
10M8,M,10,8,1,0,0,0,0,1,85
10M9,M,10,9,0,0,0,0,1,1,11
10M10,M,10,10,0,1,0,1,0,0,51
10M11,M,10,11,1,1,0,0,0,0,16
10M12,M,10,12,0,1,0,0,1,0,8
10M13,M,10,13,1,0,0,1,0,0,4
10M14,M,10,14,0,0,0,1,1,0,1
10M15,M,10,15,1,0,0,0,1,0,7
10M16,M,10,16,0,1,0,1,0,1,33
10M17,M,10,17,1,1,0,0,0,1,4
10M21,M,10,21,1,0,0,0,1,1,2
10M23,M,10,23,0,1,0,1,1,0,1
10M24,M,10,24,1,1,0,0,1,0,1
10M26,M,10,26,1,1,0,1,0,1,2
10M31,M,10,31,1,1,0,1,1,1,1
11M1,M,11,1,0,0,0,0,0,1,34760
11M2,M,11,2,0,1,0,0,0,0,3861
11M3,M,11,3,0,0,0,1,0,0,273
11M4,M,11,4,1,0,0,0,0,0,1432
11M5,M,11,5,0,0,0,0,1,0,26
11M6,M,11,6,0,0,0,0,0,0,53
11M7,M,11,7,0,0,0,1,0,1,125
11M8,M,11,8,1,0,0,0,0,1,79
11M9,M,11,9,0,0,0,0,1,1,10
11M10,M,11,10,0,1,0,1,0,0,45
11M11,M,11,11,1,1,0,0,0,0,9
11M12,M,11,12,0,1,0,0,1,0,5
11M13,M,11,13,1,0,0,1,0,0,2
11M15,M,11,15,1,0,0,0,1,0,8
11M16,M,11,16,0,1,0,1,0,1,32
11M17,M,11,17,1,1,0,0,0,1,1
11M19,M,11,19,0,0,0,1,0,1,1
11M21,M,11,21,1,0,0,0,1,1,4
11M22,M,11,22,1,1,0,1,0,0,1
11M23,M,11,23,0,1,0,1,1,0,1
12M1,M,12,1,0,0,0,0,0,1,31286
12M2,M,12,2,0,1,0,0,0,0,2746
12M3,M,12,3,0,0,0,1,0,0,223
12M4,M,12,4,1,0,0,0,0,0,1145
12M5,M,12,5,0,0,0,0,1,0,8
12M6,M,12,6,0,0,0,0,0,0,30
12M7,M,12,7,0,0,0,1,0,1,83
